"","Ecoregion_NARS","Year","alpha.bar","gamma","mult.beta","prop.beta"
"119","TPL",18,20.4444444444444,112,5.47826086956522,0.817460317460317
"120","TPL",19,20.7142857142857,69,3.33103448275862,0.699792960662526
"121","TPL",20,21.5,66,3.06976744186047,0.674242424242424
"122","TPL",21,24.0705882352941,194,8.05962854349951,0.875924802910855
"123","TPL",22,24.5,65,2.6530612244898,0.623076923076923
"124","TPL",23,18.6666666666667,40,2.14285714285714,0.533333333333333
"125","TPL",24,18.5,30,1.62162162162162,0.383333333333333
"126","UMW",1,24.6666666666667,66,2.67567567567568,0.626262626262626
"127","UMW",2,19.6666666666667,45,2.28813559322034,0.562962962962963
"128","UMW",4,21.5,78,3.62790697674419,0.724358974358974
"129","UMW",5,18.5384615384615,85,4.5850622406639,0.781900452488688
"130","UMW",10,16,45,2.8125,0.644444444444444
"131","UMW",11,23,50,2.17391304347826,0.54
"132","UMW",12,22.3333333333333,67,3,0.666666666666667
"133","UMW",13,17.5,34,1.94285714285714,0.485294117647059
"134","UMW",15,24.72,127,5.13754045307443,0.805354330708661
"135","UMW",16,24.5555555555556,115,4.68325791855204,0.786473429951691
"136","UMW",18,19.0909090909091,67,3.50952380952381,0.71506105834464
"137","UMW",19,16.5,29,1.75757575757576,0.431034482758621
"138","UMW",20,19.6666666666667,43,2.1864406779661,0.542635658914729
"139","UMW",22,20,34,1.7,0.411764705882353
"140","UMW",23,23.5,44,1.87234042553191,0.465909090909091
"141","UMW",24,20,39,1.95,0.487179487179487
"142","WMT",1,27.6666666666667,59,2.13253012048193,0.531073446327684
"143","WMT",2,19.2121212121212,155,8.06782334384858,0.876050830889541
"144","WMT",3,18.5625,112,6.03367003367003,0.834263392857143
"145","WMT",4,19,128,6.73684210526316,0.8515625
"146","WMT",5,19,131,6.89473684210526,0.854961832061069
"147","WMT",6,18.3157894736842,106,5.78735632183908,0.82720953326713
"148","WMT",7,17.34375,119,6.86126126126126,0.854254201680672
"149","WMT",8,19.0540540540541,114,5.98297872340426,0.832859174964438
"150","WMT",9,16.6666666666667,82,4.92,0.796747967479675
"151","WMT",10,18.2380952380952,118,6.46997389033943,0.8454398708636
"152","WMT",11,16.8571428571429,112,6.64406779661017,0.849489795918367
"153","WMT",12,17.9487179487179,132,7.35428571428571,0.864024864024864
"154","WMT",13,16,81,5.0625,0.802469135802469
"155","WMT",14,16.8,90,5.35714285714286,0.813333333333333
"156","WMT",15,18,139,7.72222222222222,0.870503597122302
"157","WMT",16,18.53125,144,7.77065767284992,0.871310763888889
"158","WMT",17,19.75,92,4.65822784810127,0.785326086956522
"159","WMT",18,15.6666666666667,64,4.08510638297872,0.755208333333333
"160","WMT",19,19.8,123,6.21212121212121,0.839024390243902
"161","WMT",20,21,92,4.38095238095238,0.771739130434783
"162","WMT",21,18.4864864864865,141,7.62719298245614,0.868890166762507
"163","WMT",22,18.4210526315789,119,6.46,0.845201238390093
"164","WMT",23,23.2330097087379,179,7.70455495194317,0.870206649671855
"165","WMT",24,21.0666666666667,115,5.45886075949367,0.816811594202899
"166","XER",1,14,83,5.92857142857143,0.831325301204819
"167","XER",2,16.9545454545455,95,5.60321715817694,0.821531100478469
"168","XER",3,13.8333333333333,82,5.92771084337349,0.83130081300813
"169","XER",4,16.0769230769231,103,6.4066985645933,0.843913368185213
"170","XER",5,14.2352941176471,79,5.5495867768595,0.819806403574088
"171","XER",6,14.375,83,5.77391304347826,0.826807228915663
"172","XER",7,14.7272727272727,70,4.75308641975309,0.78961038961039
"173","XER",8,15.15,135,8.91089108910891,0.887777777777778
"174","XER",9,15.68,99,6.31377551020408,0.841616161616162
"175","XER",10,15.1428571428571,104,6.86792452830189,0.854395604395604
"176","XER",11,16.2093023255814,139,8.57532281205165,0.88338631420445
"177","XER",12,15.4117647058824,84,5.45038167938931,0.816526610644258
"178","XER",13,13.8,68,4.92753623188406,0.797058823529412
"179","XER",14,12.875,52,4.03883495145631,0.752403846153846
"180","XER",15,19.3157894736842,108,5.59128065395095,0.821150097465887
"181","XER",16,21.5454545454545,102,4.73417721518987,0.788770053475936
"182","XER",17,16.1666666666667,60,3.71134020618557,0.730555555555556
"183","XER",18,17.3333333333333,47,2.71153846153846,0.631205673758865
"184","XER",19,19.25,55,2.85714285714286,0.65
"185","XER",20,16,55,3.4375,0.709090909090909
"186","XER",21,15.5,47,3.03225806451613,0.670212765957447
"187","XER",22,11.3333333333333,29,2.55882352941176,0.609195402298851
"188","XER",23,17.8,79,4.43820224719101,0.774683544303797
"189","XER",24,11.5,18,1.56521739130435,0.361111111111111
